author,summary,subject,titulo,genero,categories,emocion,Combined
"Spinoza, Benedictus de, 1632-1677","""Ethics — Part 5"" by Benedictus de Spinoza is a philosophical treatise written in the 17th century, part of his larger work, ""Ethica Ordine Geometrico Demonstrata."" This section focuses on the power of human understanding and the concept of freedom, exploring the relationship between reason, emotions, and mental freedom. Spinoza, a foundational figure in modern philosophy, examines how individuals can achieve greater control over their emotions through the power of reason, ultimately discussing the nature of human blessedness.  In this part of ""Ethics,"" Spinoza delves into the mechanisms by which the mind exerts influence over the passions and emotions. He argues that by forming clear and distinct ideas about emotions, individuals can lessen their impact and attain a state of mental freedom. He posits that knowledge, particularly through understanding the necessary and eternal principles underlying reality, enables individuals to feel less ensnared by transient emotions. Spinoza emphasizes that true blessedness arises not from the cessation of desire but from the intellectual love of God, which represents the highest form of human virtue and understanding. Ultimately, the text illustrates the path to achieving greater human autonomy and happiness through mastery of the mind over the emotional turmoil inherent in human existence. ",Ethics,Ethics — Part 5,filosofía,{'ORG'},tristeza,"Spinoza, Benedictus de, 1632-1677 ""Ethics — Part 5"" by Benedictus de Spinoza is a philosophical treatise written in the 17th century, part of his larger work, ""Ethica Ordine Geometrico Demonstrata."" This section focuses on the power of human understanding and the concept of freedom, exploring the relationship between reason, emotions, and mental freedom. Spinoza, a foundational figure in modern philosophy, examines how individuals can achieve greater control over their emotions through the power of reason, ultimately discussing the nature of human blessedness.  In this part of ""Ethics,"" Spinoza delves into the mechanisms by which the mind exerts influence over the passions and emotions. He argues that by forming clear and distinct ideas about emotions, individuals can lessen their impact and attain a state of mental freedom. He posits that knowledge, particularly through understanding the necessary and eternal principles underlying reality, enables individuals to feel less ensnared by transient emotions. Spinoza emphasizes that true blessedness arises not from the cessation of desire but from the intellectual love of God, which represents the highest form of human virtue and understanding. Ultimately, the text illustrates the path to achieving greater human autonomy and happiness through mastery of the mind over the emotional turmoil inherent in human existence.  Ethics"
"Hawthorne, Nathaniel, 1804-1864","""Tanglewood Tales"" by Nathaniel Hawthorne is a collection of retold myths and legends intended for children, written in the mid-19th century. The book draws from classic mythology, aiming to adapt these ancient tales into a form that is engaging and suitable for a younger audience. The introductory chapter introduces the character of Eustace Bright, a young author seeking the guidance of an older writer to develop new stories based on these myths, hinting at a blend of storytelling, camaraderie, and exploration of rich mythological themes.  The opening of ""Tanglewood Tales"" presents a warm and whimsical conversation between the narrator and the youthful Eustace Bright, who is on a quest to create captivating stories adapted from classic myths learned from childhood. The narrative establishes a cozy atmosphere as they sit in a rustic summer house, setting the stage for exploration and imagination. Eustace's enthusiasm and dedication to storytelling highlights the book's core focus: rejuvenating ancient myths for a new generation. The introduction paves the way for diving into these classic tales, beginning with ""The Minotaur,"" while intertwining themes of growth, adventure, and the innocence of childhood, appealing to both young readers and adults who cherish these timeless stories. ","Mythology, Classical -- Juvenile literature",Tanglewood Tales,romance,set(),alegría,"Hawthorne, Nathaniel, 1804-1864 ""Tanglewood Tales"" by Nathaniel Hawthorne is a collection of retold myths and legends intended for children, written in the mid-19th century. The book draws from classic mythology, aiming to adapt these ancient tales into a form that is engaging and suitable for a younger audience. The introductory chapter introduces the character of Eustace Bright, a young author seeking the guidance of an older writer to develop new stories based on these myths, hinting at a blend of storytelling, camaraderie, and exploration of rich mythological themes.  The opening of ""Tanglewood Tales"" presents a warm and whimsical conversation between the narrator and the youthful Eustace Bright, who is on a quest to create captivating stories adapted from classic myths learned from childhood. The narrative establishes a cozy atmosphere as they sit in a rustic summer house, setting the stage for exploration and imagination. Eustace's enthusiasm and dedication to storytelling highlights the book's core focus: rejuvenating ancient myths for a new generation. The introduction paves the way for diving into these classic tales, beginning with ""The Minotaur,"" while intertwining themes of growth, adventure, and the innocence of childhood, appealing to both young readers and adults who cherish these timeless stories.  Mythology, Classical -- Juvenile literature"
"Kipling, Rudyard, 1865-1936","""American Notes"" by Rudyard Kipling is a collection of travel essays written in the late 19th century. The text reflects Kipling’s impressions as he travels through America, sharing his perspectives on various cities and social customs. As he arrives in San Francisco, Kipling captures the chaotic character of the city and the intriguing blend of American culture that challenges his expectations as a British traveler.  The opening of the book describes Kipling's arrival in San Francisco, where he is immediately struck by the madness and beauty of the city. He recounts his bewildering experiences navigating through the unfamiliar urban landscape, encountering a mix of charming and bewildering characters, and grappling with the cultural differences he observes. From his interactions with local reporters to the peculiarities of American hospitality, Kipling's narrative highlights both his fascination and critique of American society. The writing is both humorous and critical as he reflects on the differences in language, customs, and social norms, setting the stage for his continued exploration of the diverse and tumultuous landscape of America. ",United States -- Description and travel United States -- Social life and customs -- 1865-1918,American Notes,biografía,"{'DATE', 'GPE'}",tristeza,"Kipling, Rudyard, 1865-1936 ""American Notes"" by Rudyard Kipling is a collection of travel essays written in the late 19th century. The text reflects Kipling’s impressions as he travels through America, sharing his perspectives on various cities and social customs. As he arrives in San Francisco, Kipling captures the chaotic character of the city and the intriguing blend of American culture that challenges his expectations as a British traveler.  The opening of the book describes Kipling's arrival in San Francisco, where he is immediately struck by the madness and beauty of the city. He recounts his bewildering experiences navigating through the unfamiliar urban landscape, encountering a mix of charming and bewildering characters, and grappling with the cultural differences he observes. From his interactions with local reporters to the peculiarities of American hospitality, Kipling's narrative highlights both his fascination and critique of American society. The writing is both humorous and critical as he reflects on the differences in language, customs, and social norms, setting the stage for his continued exploration of the diverse and tumultuous landscape of America.  United States -- Description and travel United States -- Social life and customs -- 1865-1918"
"Freeman, Mary Eleanor Wilkins, 1852-1930","""The Yates Pride: A Romance"" by Mary Eleanor Wilkins Freeman is a novel written in the late 19th century, during the Victorian era. The story revolves around themes of love, societal expectations, and personal pride, focusing on the life of Eudora Yates, a woman who, after years of solitude, considers the prospect of renewed love through the re-emergence of a past suitor, Harry Lawton.  The narrative unfolds in a small New England town where gossiping women speculate about Eudora's life choices and her recent decision to adopt a baby, an act filled with both intrigue and societal critique. As the plot progresses, the long-unspoken feelings between Eudora and Harry are reignited, challenging their understanding of love, identity, and fulfillment in the face of time and personal pride. The story deftly balances the themes of romance and personal dignity with societal expectations, ultimately leading to Eudora's courageous decision to embrace both motherhood and the possibility of marriage, while acknowledging the shadows of her past. ",Fiction Short stories Love stories Villages -- Fiction,The Yates Pride: A Romance,romance,set(),alegría,"Freeman, Mary Eleanor Wilkins, 1852-1930 ""The Yates Pride: A Romance"" by Mary Eleanor Wilkins Freeman is a novel written in the late 19th century, during the Victorian era. The story revolves around themes of love, societal expectations, and personal pride, focusing on the life of Eudora Yates, a woman who, after years of solitude, considers the prospect of renewed love through the re-emergence of a past suitor, Harry Lawton.  The narrative unfolds in a small New England town where gossiping women speculate about Eudora's life choices and her recent decision to adopt a baby, an act filled with both intrigue and societal critique. As the plot progresses, the long-unspoken feelings between Eudora and Harry are reignited, challenging their understanding of love, identity, and fulfillment in the face of time and personal pride. The story deftly balances the themes of romance and personal dignity with societal expectations, ultimately leading to Eudora's courageous decision to embrace both motherhood and the possibility of marriage, while acknowledging the shadows of her past.  Fiction Short stories Love stories Villages -- Fiction"
"Munro, John, 1849-1930","""Heroes of the Telegraph"" by John Munro is a historical account likely written in the late 19th century. The book explores the lives and significant achievements of key figures in the development of the electric telegraph and telephone, highlighting their contributions to electrical science and communication technology.  The opening of the book introduces the concept of invention as a complex organic process, suggesting that the electric telegraph was the result of cumulative efforts from various inventors rather than the accomplishment of a single individual. Munro notes that the book serves as a sequel to ""Pioneers of Electricity,"" providing a narrative journey through the history and origins of the telegraph. The first chapter delves into early scientific discoveries related to electricity and magnetism, laying the groundwork for subsequent discussions about figures like Charles Wheatstone and Samuel Morse, who played pivotal roles in making the telegraph a practical tool for communication. ",Telegraph -- History,Heroes of the Telegraph,historia,set(),enojo,"Munro, John, 1849-1930 ""Heroes of the Telegraph"" by John Munro is a historical account likely written in the late 19th century. The book explores the lives and significant achievements of key figures in the development of the electric telegraph and telephone, highlighting their contributions to electrical science and communication technology.  The opening of the book introduces the concept of invention as a complex organic process, suggesting that the electric telegraph was the result of cumulative efforts from various inventors rather than the accomplishment of a single individual. Munro notes that the book serves as a sequel to ""Pioneers of Electricity,"" providing a narrative journey through the history and origins of the telegraph. The first chapter delves into early scientific discoveries related to electricity and magnetism, laying the groundwork for subsequent discussions about figures like Charles Wheatstone and Samuel Morse, who played pivotal roles in making the telegraph a practical tool for communication.  Telegraph -- History"
"Tarkington, Booth, 1869-1946","""Alice Adams"" by Booth Tarkington is a novel written in the early 20th century. The story delves into the life of Alice Adams, a young woman navigating her family's struggles and her own aspirations while dealing with the complexities of social expectations. The narrative offers an exploration of the dynamics within the Adams family, particularly focusing on Alice's relationship with her father, Virgil Adams, who is recovering from illness and grappling with his job dissatisfaction.  The opening of the novel introduces readers to the somber atmosphere in the Adams household as Virgil Adams lies in bed, chastising the nurse for letting the night air in, hinting at his irritable temperament and the tension within the family. We learn about the interpersonal dynamics as Alice and her mother discuss her father's health and job situation, revealing the underlying pressures they face regarding financial stability. Alice emerges as a lively character, full of charm and aspirations, yet caught in the web of her family's limitations. As the opening unfolds, we witness Alice's determination to enjoy her youth and the societal rituals surrounding her, all while she grapples with her family's reality. The intertwining themes of ambition, self-image, and familial responsibilities create a rich backdrop, making this novel a compelling read for those interested in character-driven stories about personal growth amidst societal constraints. ",Young women -- Fiction Domestic fiction Bildungsromans Social classes -- Fiction Middle West -- Fiction Middle class families -- Fiction,Alice Adams,ciencia ficción,set(),enojo,"Tarkington, Booth, 1869-1946 ""Alice Adams"" by Booth Tarkington is a novel written in the early 20th century. The story delves into the life of Alice Adams, a young woman navigating her family's struggles and her own aspirations while dealing with the complexities of social expectations. The narrative offers an exploration of the dynamics within the Adams family, particularly focusing on Alice's relationship with her father, Virgil Adams, who is recovering from illness and grappling with his job dissatisfaction.  The opening of the novel introduces readers to the somber atmosphere in the Adams household as Virgil Adams lies in bed, chastising the nurse for letting the night air in, hinting at his irritable temperament and the tension within the family. We learn about the interpersonal dynamics as Alice and her mother discuss her father's health and job situation, revealing the underlying pressures they face regarding financial stability. Alice emerges as a lively character, full of charm and aspirations, yet caught in the web of her family's limitations. As the opening unfolds, we witness Alice's determination to enjoy her youth and the societal rituals surrounding her, all while she grapples with her family's reality. The intertwining themes of ambition, self-image, and familial responsibilities create a rich backdrop, making this novel a compelling read for those interested in character-driven stories about personal growth amidst societal constraints.  Young women -- Fiction Domestic fiction Bildungsromans Social classes -- Fiction Middle West -- Fiction Middle class families -- Fiction"
anonymous,"""Beowulf"" by Anonymous, translated by Francis Barton Gummere is an epic poem likely written in the early medieval period. This foundational work of English literature tells the story of a young warrior named Beowulf who embarks on a quest to assist Hrothgar, the king of the Danes, in defeating a menacing monster named Grendel. The poem explores themes of heroism, loyalty, and the struggle against evil.  The opening of ""Beowulf"" introduces the reader to the historical setting of the Danish kingdom, focusing on the troubles that have befallen Hrothgar due to the relentless attacks of Grendel. Here, we find Hrothgar's magnificent hall, Heorot, filled with his warriors and the joyous sounds of their feasting, contrasted sharply by the lurking threat of Grendel. As the narrative unfolds, we learn that Beowulf, a mighty warrior from Geatland, has heard of Hrothgar's plight and decides to travel across the sea with a group of compatriots to confront Grendel. This opening sets the stage for the epic battles and the exploration of what it means to be a true hero in a world fraught with danger and darkness. ","Epic poetry, English (Old) Monsters -- Poetry Dragons -- Poetry Scandinavia -- Poetry",Beowulf,terror,{'LANGUAGE'},enojo,"anonymous ""Beowulf"" by Anonymous, translated by Francis Barton Gummere is an epic poem likely written in the early medieval period. This foundational work of English literature tells the story of a young warrior named Beowulf who embarks on a quest to assist Hrothgar, the king of the Danes, in defeating a menacing monster named Grendel. The poem explores themes of heroism, loyalty, and the struggle against evil.  The opening of ""Beowulf"" introduces the reader to the historical setting of the Danish kingdom, focusing on the troubles that have befallen Hrothgar due to the relentless attacks of Grendel. Here, we find Hrothgar's magnificent hall, Heorot, filled with his warriors and the joyous sounds of their feasting, contrasted sharply by the lurking threat of Grendel. As the narrative unfolds, we learn that Beowulf, a mighty warrior from Geatland, has heard of Hrothgar's plight and decides to travel across the sea with a group of compatriots to confront Grendel. This opening sets the stage for the epic battles and the exploration of what it means to be a true hero in a world fraught with danger and darkness.  Epic poetry, English (Old) Monsters -- Poetry Dragons -- Poetry Scandinavia -- Poetry"
"Lear, Edward, 1812-1888","""The Book of Nonsense"" by Edward Lear is a whimsical collection of nonsensical poetry and verse written during the mid-19th century. This charming book is renowned for its playful use of language and absurd characters, representing a key example of Victorian literature that celebrates imagination and humor. The likely topic of the book revolves around the various silly and amusing situations encountered by its eccentric characters.  In ""The Book of Nonsense,"" Lear presents a series of limericks, each featuring quirky individuals caught in ludicrous predicaments. These short verses introduce distinctive characters such as an old man with a beard who deals with birds making nests in it, a young lady with unusually long nose, and an old person whose actions lead to humorous consequences. The tone is light-hearted, with an emphasis on absurdity that entertains readers of all ages, making it a delightful exploration of human eccentricities and whimsical situations. Each poem elicits smiles through its clever rhymes and exaggerated scenarios, reflecting the enchanting spirit of nonsense literature. ","Limericks, Juvenile Children's poetry, English Nonsense verses, English Humorous poetry, English",The Book of Nonsense,romance,"{'LANGUAGE', 'NORP'}",alegría,"Lear, Edward, 1812-1888 ""The Book of Nonsense"" by Edward Lear is a whimsical collection of nonsensical poetry and verse written during the mid-19th century. This charming book is renowned for its playful use of language and absurd characters, representing a key example of Victorian literature that celebrates imagination and humor. The likely topic of the book revolves around the various silly and amusing situations encountered by its eccentric characters.  In ""The Book of Nonsense,"" Lear presents a series of limericks, each featuring quirky individuals caught in ludicrous predicaments. These short verses introduce distinctive characters such as an old man with a beard who deals with birds making nests in it, a young lady with unusually long nose, and an old person whose actions lead to humorous consequences. The tone is light-hearted, with an emphasis on absurdity that entertains readers of all ages, making it a delightful exploration of human eccentricities and whimsical situations. Each poem elicits smiles through its clever rhymes and exaggerated scenarios, reflecting the enchanting spirit of nonsense literature.  Limericks, Juvenile Children's poetry, English Nonsense verses, English Humorous poetry, English"
"Defoe, Daniel, 1661?-1731","""Tour through the Eastern Counties of England, 1722"" by Daniel Defoe is a historical account written in the early 18th century. The book comprises a series of letters detailing Defoe's observations and experiences during his travels through various counties in England, specifically the eastern region, while reflecting on changes in society, economy, and geography.  The opening of the book introduces Defoe's intent, emphasizing his methodical approach to documenting the places he visits by building upon multiple excursions. He sets off from London on a journey through Essex, Suffolk, and Norfolk, sharing insights into the towns, landscapes, and local customs he encounters, such as the increase in buildings around London and the peculiarities of life in the Essex marshes. Defoe's portrayal of regional changes, including economic shifts and social anecdotes—like the striking number of widowers in Essex who frequently remarry—provides both a historical account and a vivid, engaging narrative of 18th-century England. ",England -- Description and travel -- Early works to 1800,"Tour through the Eastern Counties of England, 1722",interes general,"{'CARDINAL', 'WORK_OF_ART'}",alegría,"Defoe, Daniel, 1661?-1731 ""Tour through the Eastern Counties of England, 1722"" by Daniel Defoe is a historical account written in the early 18th century. The book comprises a series of letters detailing Defoe's observations and experiences during his travels through various counties in England, specifically the eastern region, while reflecting on changes in society, economy, and geography.  The opening of the book introduces Defoe's intent, emphasizing his methodical approach to documenting the places he visits by building upon multiple excursions. He sets off from London on a journey through Essex, Suffolk, and Norfolk, sharing insights into the towns, landscapes, and local customs he encounters, such as the increase in buildings around London and the peculiarities of life in the Essex marshes. Defoe's portrayal of regional changes, including economic shifts and social anecdotes—like the striking number of widowers in Essex who frequently remarry—provides both a historical account and a vivid, engaging narrative of 18th-century England.  England -- Description and travel -- Early works to 1800"
anonymous,"""Who Was Who: 5000 B. C. to Date"" by Irwin Leslie Gordon is a biographical dictionary edited in the early 20th century. This collection contains humorous and satirical profiles of historically significant figures, blurring the lines between notable and obscure individuals who shaped history with their deeds or aspirations for fame.  The opening of this work features an intriguing introduction by the editor, setting the tone for the entire collection. It outlines the criteria for inclusion—only deceased individuals who can prove their passing are entertained, and it includes whimsical and quirky entries that characterize various famous personalities throughout history. From biblical figures like Adam and Abraham to iconic historical heroes like Julius Caesar and Joan of Arc, each biography mixes satire with fact, delivering entertaining critiques of their lives and legacies. The light-hearted and irreverent style hints at a broader commentary on fame, success, and the passage of time, making the opening portion an engaging invitation to explore the amusing and often absurd realities of those who were—or wished to be—""somebody."" ",American wit and humor Parodies Biography -- Humor,Who Was Who: 5000 B. C. to Date,biografía,{'NORP'},tristeza,"anonymous ""Who Was Who: 5000 B. C. to Date"" by Irwin Leslie Gordon is a biographical dictionary edited in the early 20th century. This collection contains humorous and satirical profiles of historically significant figures, blurring the lines between notable and obscure individuals who shaped history with their deeds or aspirations for fame.  The opening of this work features an intriguing introduction by the editor, setting the tone for the entire collection. It outlines the criteria for inclusion—only deceased individuals who can prove their passing are entertained, and it includes whimsical and quirky entries that characterize various famous personalities throughout history. From biblical figures like Adam and Abraham to iconic historical heroes like Julius Caesar and Joan of Arc, each biography mixes satire with fact, delivering entertaining critiques of their lives and legacies. The light-hearted and irreverent style hints at a broader commentary on fame, success, and the passage of time, making the opening portion an engaging invitation to explore the amusing and often absurd realities of those who were—or wished to be—""somebody.""  American wit and humor Parodies Biography -- Humor"
"Tolstoy, Leo, graf, 1828-1910","""Father Sergius"" by Leo Tolstoy is a poignant short story written in the late 19th century, specifically during the 1890s. The narrative follows the life of Prince Stepan Kasatsky, who abandons his aristocratic lifestyle to become a monk after a disillusioning experience in his personal life, highlighting themes of faith, pride, and the search for authentic spirituality.   The story unfolds the journey of Prince Stepan Kasatsky, who, after discovering that his fiancée had been the mistress of Emperor Nicholas I, retreats from society to seek a higher purpose in monastic life. He grapples with temptations and his inner demons while striving for humility and purity to fulfill his newfound religious vocation. However, as he gains renown for his piety and supposed miracles, he becomes ensnared in the very vanity he sought to escape. Eventually, after a moment of profound moral struggle and failing to resist temptation, Sergius renounces his earlier monastic life, dedicating himself instead to living humbly among the poor, ultimately finding a more genuine expression of faith and service to others. This transformation suggests a deep exploration of the complexities within spirituality and the human experience. ",Adultery -- Fiction Monks -- Fiction Russia -- Fiction Betrothal -- Fiction Russian fiction -- Translations into English Russia. Armiia -- Officers -- 19th century -- Fiction Monasteries -- Russia -- Fiction Miracle workers -- Fiction,Father Sergius,ciencia ficción,"{'LANGUAGE', 'DATE', 'GPE'}",enojo,"Tolstoy, Leo, graf, 1828-1910 ""Father Sergius"" by Leo Tolstoy is a poignant short story written in the late 19th century, specifically during the 1890s. The narrative follows the life of Prince Stepan Kasatsky, who abandons his aristocratic lifestyle to become a monk after a disillusioning experience in his personal life, highlighting themes of faith, pride, and the search for authentic spirituality.   The story unfolds the journey of Prince Stepan Kasatsky, who, after discovering that his fiancée had been the mistress of Emperor Nicholas I, retreats from society to seek a higher purpose in monastic life. He grapples with temptations and his inner demons while striving for humility and purity to fulfill his newfound religious vocation. However, as he gains renown for his piety and supposed miracles, he becomes ensnared in the very vanity he sought to escape. Eventually, after a moment of profound moral struggle and failing to resist temptation, Sergius renounces his earlier monastic life, dedicating himself instead to living humbly among the poor, ultimately finding a more genuine expression of faith and service to others. This transformation suggests a deep exploration of the complexities within spirituality and the human experience.  Adultery -- Fiction Monks -- Fiction Russia -- Fiction Betrothal -- Fiction Russian fiction -- Translations into English Russia. Armiia -- Officers -- 19th century -- Fiction Monasteries -- Russia -- Fiction Miracle workers -- Fiction"
"Tolstoy, Leo, graf, 1828-1910","""Master and Man"" by Leo Tolstoy is a novella likely written during the late 19th century. The story revolves around the complex relationship between Vasili Andreevich Brekhunov, a greedy merchant, and his laborer Nikita, set against the backdrop of a winter journey filled with harsh weather conditions and personal struggles. The narrative explores themes of moral integrity, social class dynamics, and the human connection amid adversity.  The opening of the novella introduces us to Vasili, an ambitious merchant preparing to undertake a journey to secure a profitable land deal. He is accompanied by Nikita, his loyal but often undervalued laborer, who has sworn off alcohol for a spell. As they set off into a stormy winter landscape, the contrast between Vasili's materialistic aspirations and Nikita's simplistic yet resilient character begins to unfold. The initial interaction between them hints at the deeper hierarchical and ethical conflicts that will emerge throughout their journey, foreshadowing a struggle that is not just against the elements, but also within their own souls. ",Merchants -- Fiction Russian fiction -- Translations into English Sacrifice -- Fiction,Master and Man,ciencia ficción,{'ORG'},enojo,"Tolstoy, Leo, graf, 1828-1910 ""Master and Man"" by Leo Tolstoy is a novella likely written during the late 19th century. The story revolves around the complex relationship between Vasili Andreevich Brekhunov, a greedy merchant, and his laborer Nikita, set against the backdrop of a winter journey filled with harsh weather conditions and personal struggles. The narrative explores themes of moral integrity, social class dynamics, and the human connection amid adversity.  The opening of the novella introduces us to Vasili, an ambitious merchant preparing to undertake a journey to secure a profitable land deal. He is accompanied by Nikita, his loyal but often undervalued laborer, who has sworn off alcohol for a spell. As they set off into a stormy winter landscape, the contrast between Vasili's materialistic aspirations and Nikita's simplistic yet resilient character begins to unfold. The initial interaction between them hints at the deeper hierarchical and ethical conflicts that will emerge throughout their journey, foreshadowing a struggle that is not just against the elements, but also within their own souls.  Merchants -- Fiction Russian fiction -- Translations into English Sacrifice -- Fiction"
Various,"""The Scientific Monthly, October to December, 1915"" edited by J. McKeen Cattell is a scientific publication compiled in the early 20th century. The volume includes various articles discussing topics such as astronomy, natural science, and social issues, reflecting the era's growing interest in scientific discovery and technological advancement.  The beginning of this volume introduces several in-depth articles, most notably, “The Evolution of the Stars and the Formation of the Earth” by Dr. William Wallace Campbell, who explores the principles of spectroscopy to analyze the stellar universe. He explains how this scientific method allows astronomers to deduce the chemical compositions of stars, illustrating his points with comparisons and examples from celestial phenomena. Another article provides insight into Fijian society, discussing its intricate social structures and cultural practices, emphasizing the differences between their communal lifestyle and Western individualism. This opening portion sets the stage for a rich exploration of scientific thought and cultural observations relevant to the time. ",Science -- Periodicals Technology -- Periodicals,"The Scientific Monthly, October to December, 1915",ciencia ficción,set(),enojo,"Various ""The Scientific Monthly, October to December, 1915"" edited by J. McKeen Cattell is a scientific publication compiled in the early 20th century. The volume includes various articles discussing topics such as astronomy, natural science, and social issues, reflecting the era's growing interest in scientific discovery and technological advancement.  The beginning of this volume introduces several in-depth articles, most notably, “The Evolution of the Stars and the Formation of the Earth” by Dr. William Wallace Campbell, who explores the principles of spectroscopy to analyze the stellar universe. He explains how this scientific method allows astronomers to deduce the chemical compositions of stars, illustrating his points with comparisons and examples from celestial phenomena. Another article provides insight into Fijian society, discussing its intricate social structures and cultural practices, emphasizing the differences between their communal lifestyle and Western individualism. This opening portion sets the stage for a rich exploration of scientific thought and cultural observations relevant to the time.  Science -- Periodicals Technology -- Periodicals"
"Key, Ellen, 1849-1926","""The Education of the Child"" by Ellen Key is a philosophical publication written in the early 20th century that explores the principles of child education and child psychology. The book delves deeply into the idea that traditional educational methods often suppress the natural development of children, advocating for a more nuanced and respectful approach that acknowledges the individuality and potential of each child. Key emphasizes the importance of allowing children to grow in understanding and finding their own paths rather than molding them to fit societal norms.  In ""The Education of the Child,"" Ellen Key argues against corporal punishment and rigid educational structures that stifle creativity and independence in children. She critiques the common practices of parents and educators who attempt to control or suppress children's natural inclinations and emotions. Key believes that education should focus on fostering an environment where children can explore their individuality, learn through natural consequences, and engage with their surroundings meaningfully. Throughout the book, she advocates for a parenting style rooted in respect, understanding, and acknowledgment of a child's autonomy, ultimately promoting a vision of a more enlightened and compassionate approach to upbringing that leads to healthier, well-rounded individuals. ",Education,The Education of the Child,educación,set(),alegría,"Key, Ellen, 1849-1926 ""The Education of the Child"" by Ellen Key is a philosophical publication written in the early 20th century that explores the principles of child education and child psychology. The book delves deeply into the idea that traditional educational methods often suppress the natural development of children, advocating for a more nuanced and respectful approach that acknowledges the individuality and potential of each child. Key emphasizes the importance of allowing children to grow in understanding and finding their own paths rather than molding them to fit societal norms.  In ""The Education of the Child,"" Ellen Key argues against corporal punishment and rigid educational structures that stifle creativity and independence in children. She critiques the common practices of parents and educators who attempt to control or suppress children's natural inclinations and emotions. Key believes that education should focus on fostering an environment where children can explore their individuality, learn through natural consequences, and engage with their surroundings meaningfully. Throughout the book, she advocates for a parenting style rooted in respect, understanding, and acknowledgment of a child's autonomy, ultimately promoting a vision of a more enlightened and compassionate approach to upbringing that leads to healthier, well-rounded individuals.  Education"
"Spinoza, Benedictus de, 1632-1677","""The Theologico-Political Treatise — Part 1"" by Benedictus de Spinoza is a philosophical treatise written in the 17th century, engaging with issues surrounding religion, prophecy, and the role of divine authority in political matters. The opening chapters establish a framework for understanding prophecy, the nature of divine law, and the peculiar relationship between the Hebrews and God. Spinoza argues for a rational interpretation of religion, suggesting that many traditional beliefs are rooted in superstition rather than reason.  The opening of the treatise presents Spinoza's exploration of prophecy, where he delineates its definition, the nature of prophets, and the distinction between true prophecy and mere imagination or superstition. He emphasizes that insights and revelations provided to prophets do not grant them greater wisdom but are influenced by their personal perspectives and emotions. Moreover, he questions whether the gift of prophecy was unique to the Hebrews, asserting that true divine revelation arises from understanding and moral living, rather than knowledge or intellect. This analysis prompts readers to reconsider traditional thoughts surrounding religious belief and political authority, inviting an approach grounded in reason and critical thought. ",Philosophy and religion -- Early works to 1800 Free thought -- Early works to 1800 Political science -- Early works to 1800,The Theologico-Political Treatise — Part 1,ciencia ficción,{'CARDINAL'},enojo,"Spinoza, Benedictus de, 1632-1677 ""The Theologico-Political Treatise — Part 1"" by Benedictus de Spinoza is a philosophical treatise written in the 17th century, engaging with issues surrounding religion, prophecy, and the role of divine authority in political matters. The opening chapters establish a framework for understanding prophecy, the nature of divine law, and the peculiar relationship between the Hebrews and God. Spinoza argues for a rational interpretation of religion, suggesting that many traditional beliefs are rooted in superstition rather than reason.  The opening of the treatise presents Spinoza's exploration of prophecy, where he delineates its definition, the nature of prophets, and the distinction between true prophecy and mere imagination or superstition. He emphasizes that insights and revelations provided to prophets do not grant them greater wisdom but are influenced by their personal perspectives and emotions. Moreover, he questions whether the gift of prophecy was unique to the Hebrews, asserting that true divine revelation arises from understanding and moral living, rather than knowledge or intellect. This analysis prompts readers to reconsider traditional thoughts surrounding religious belief and political authority, inviting an approach grounded in reason and critical thought.  Philosophy and religion -- Early works to 1800 Free thought -- Early works to 1800 Political science -- Early works to 1800"
"Spinoza, Benedictus de, 1632-1677","“The Theologico-Political Treatise — Part 2” by Benedictus de Spinoza is a philosophical work that examines the relationship between religion and politics, likely written in the 17th century. This part (Chapters VI to X) delves into the concepts of miracles, the interpretation of scripture, and the authorship of biblical texts, challenging traditional religious dogmas and advocating a rational approach to religious texts and their meanings.  At the start of this section, Spinoza critiques the common understanding of miracles, arguing that they contradict the immutable laws of nature established by God. He asserts that many events labeled as miracles can be explained through natural causes, emphasizing that true knowledge of God and His providence is best derived from the consistent order of nature rather than extraordinary occurrences. Furthermore, he reflects on the authorship of biblical texts, particularly the Pentateuch, suggesting that they were not written by Moses but rather by later authors. Spinoza’s rigorous examination invites readers to reflect on the interplay of faith and reason, and the interpretation of sacred texts based on historical and contextual analysis. ",Philosophy and religion -- Early works to 1800 Free thought -- Early works to 1800 Political science -- Early works to 1800,,ciencia ficción,{'CARDINAL'},enojo,"Spinoza, Benedictus de, 1632-1677 “The Theologico-Political Treatise — Part 2” by Benedictus de Spinoza is a philosophical work that examines the relationship between religion and politics, likely written in the 17th century. This part (Chapters VI to X) delves into the concepts of miracles, the interpretation of scripture, and the authorship of biblical texts, challenging traditional religious dogmas and advocating a rational approach to religious texts and their meanings.  At the start of this section, Spinoza critiques the common understanding of miracles, arguing that they contradict the immutable laws of nature established by God. He asserts that many events labeled as miracles can be explained through natural causes, emphasizing that true knowledge of God and His providence is best derived from the consistent order of nature rather than extraordinary occurrences. Furthermore, he reflects on the authorship of biblical texts, particularly the Pentateuch, suggesting that they were not written by Moses but rather by later authors. Spinoza’s rigorous examination invites readers to reflect on the interplay of faith and reason, and the interpretation of sacred texts based on historical and contextual analysis.  Philosophy and religion -- Early works to 1800 Free thought -- Early works to 1800 Political science -- Early works to 1800"
